osm_way_id,name,highway_class,footway_tag,width_m,surface,district,length_m
47290484,,pedestrian,,,,Dwarka,13
149143212,,footway,,,cobblestone,Dwarka,33
154103490,,footway,,,,Dwarka,214
154109105,,pedestrian,,,,Dwarka,142
154109106,,footway,,,,Dwarka,261
165073706,,pedestrian,,,,Dwarka,197
169848647,,footway,,,,Dwarka,153
189447942,,footway,,,asphalt,Dwarka,935
299605861,,footway,,,,West,148
299605862,,footway,,,,West,32
299605863,,footway,,,,West,118
299605864,,footway,,,,West,16
299605865,,footway,,,,West,118
299605866,,footway,,,,West,259
299605867,,footway,,,,West,86
299605868,,footway,,,,West,15
299605869,,footway,,,,West,36
408035620,,footway,,,,South-West,51
408035621,,footway,,,,South-West,20
408035623,,footway,,,,South-West,17
408821894,,footway,,,,Dwarka,423
408821896,,footway,,,,Dwarka,16
408821897,,footway,,,,Dwarka,87
408821898,,footway,,,,Dwarka,102
408821899,,footway,,,,Dwarka,280
408822674,,footway,,,,Dwarka,290
408822675,,footway,,,,Dwarka,15
408822676,,footway,,,,Dwarka,75
408822677,,footway,,,,Dwarka,56
408822678,,footway,,,,Dwarka,267
408832997,,footway,,,,Dwarka,156
408832998,,footway,,,,Dwarka,32
408833000,,footway,,,,Dwarka,32
408833002,Park,footway,,,,Dwarka,418
408833003,,footway,,,,Dwarka,178
408833004,,footway,,,,Dwarka,144
410975172,,footway,crossing,,,Dwarka,22
410975435,,footway,sidewalk,,,Dwarka,36
410975437,,footway,crossing,,,Dwarka,14
410975438,,footway,sidewalk,,,Dwarka,274
410975439,,footway,crossing,,,Dwarka,11
410975440,,footway,sidewalk,,,Dwarka,407
412000838,,footway,,,,South-West,632
412000858,,footway,,,,South-West,167
413079544,,footway,,,,South-West,213
423272983,,footway,,,,Dwarka,78
423286634,,footway,,,,Outer,56
423391657,,footway,,,,Dwarka,99
423572552,,footway,,,,West,73
532890553,,footway,,,,South-West,5
532890554,,footway,,,,South-West,45
532890556,,footway,,,,South-West,3
532895189,,footway,,,,South-West,4
532895190,,footway,,,,South-West,6
532895191,,footway,,,,South-West,7
532895197,,footway,,,,South-West,19
532895198,,footway,,,,South-West,3
532895200,,footway,,,,South-West,9
532895201,,footway,,,,South-West,69
532895202,,footway,,,,South-West,49
532898618,,footway,,,,South-West,6
532898628,,footway,,,,South-West,6
532950911,,footway,,,,South-West,4
532950912,,footway,,,,South-West,9
533187948,,footway,,,,Dwarka,1018
533187949,,footway,,,,Dwarka,7
533187950,,footway,,,,Dwarka,10
533187951,,footway,,,,Dwarka,1420
533187952,,footway,,,,Dwarka,11
533187953,,footway,,,,Dwarka,926
533187954,,footway,,,,Dwarka,1214
533187956,,footway,,,,South-West,3074
535250507,,footway,,,,South-West,5
535250509,,footway,,,,South-West,8
535250511,,footway,,,,South-West,54
535250513,,footway,,,,South-West,6
623242414,,footway,sidewalk,,,West,44
623242502,,pedestrian,,,,West,132
623242662,,footway,crossing,,,West,19
676881875,,footway,,,,Dwarka,66
707597928,,footway,,,,West,65
734769945,,footway,sidewalk,,paved,West,410
734808872,,footway,,,,Dwarka,12
735053601,,footway,,,,Dwarka,143
735053602,,footway,,,,Dwarka,134
735070460,,footway,,,,Dwarka,70
735077658,,footway,,,,South-West,65
735111395,,footway,,,,Dwarka,41
735115773,,footway,,,,West,77
735119704,,footway,,,,Dwarka,22
735119705,,footway,,,,Dwarka,74
735120965,,footway,,,,West,108
758675477,,footway,,,,Dwarka,73
951821836,,footway,,,concrete,Dwarka,118
951821838,,footway,,,,Dwarka,47
951821839,,footway,,,,Dwarka,56
951821843,,footway,,,,Dwarka,140
951821844,,footway,,,,Dwarka,37
951821845,,footway,,,,Dwarka,37
951821847,,footway,,,,Dwarka,105
951821848,,footway,,,,Dwarka,33
952148780,,footway,,,,Dwarka,42
952148781,,footway,,,,Dwarka,22
952148782,,footway,,,,Dwarka,75
952148783,,footway,,,,Dwarka,49
952148784,,footway,,,,Dwarka,29
952148785,,footway,,,,Dwarka,76
952148786,,footway,,,,Dwarka,23
952148787,,footway,,,paved,Dwarka,178
952148788,,footway,,,,Dwarka,17
952148792,,footway,,,,Dwarka,71
952148797,,footway,,,,Dwarka,4
952148798,,footway,,,,Dwarka,5
952148799,,footway,,,dirt,Dwarka,105
952148803,,footway,,,,Dwarka,46
952398083,,footway,,,,Dwarka,15
952398084,,footway,,,,Dwarka,39
952398085,,footway,,,,Dwarka,57
952398086,,footway,,,,Dwarka,49
952398087,,footway,,,,Dwarka,165
952398089,,footway,,,,Dwarka,40
952398091,,footway,,,,Dwarka,22
952398092,,footway,,,,Dwarka,15
952398093,,footway,,,,Dwarka,20
952398095,,footway,,,,Dwarka,16
952398098,,footway,,,,Dwarka,95
952398099,,footway,,,,Dwarka,12
952398100,,footway,,,,Dwarka,12
952398101,,footway,,,,Dwarka,9
952634316,,footway,,,,Dwarka,86
952791797,,footway,,,,Dwarka,12
952791798,,footway,,,,Dwarka,73
952791799,,footway,,,,Dwarka,13
977096990,,footway,,,,Dwarka,33
977096991,,footway,,,,Dwarka,22
988874389,,footway,,,paved,Dwarka,89
988874390,,footway,,,paved,Dwarka,85
989260088,,footway,,,concrete,Dwarka,133
989338596,,footway,,,,Dwarka,13
997743882,,footway,,,,Dwarka,82
997743883,,footway,,,,Dwarka,95
997743886,,footway,,,,Dwarka,86
997968134,,footway,,,,Dwarka,443
1002238086,,footway,,,,Dwarka,123
1002238088,,footway,,,,Dwarka,4
1002238089,,footway,,,,Dwarka,4
1002238091,,footway,,,,Dwarka,46
1002238092,,footway,,,,Dwarka,23
1002238094,,footway,,,,Dwarka,8
1040437650,,pedestrian,,,,Dwarka,119
1055600553,,footway,,,,West,197
1056584010,,footway,,,,Dwarka,247
1056587320,,footway,,,,Dwarka,100
1081327392,,footway,,,,Dwarka,159
1081327393,,footway,,,,Dwarka,213
1081327394,,footway,,,,Dwarka,59
1081671640,,footway,,,,West,73
1081674206,,footway,,,,West,77
1082029819,,footway,,,,South-West,2716
1082032936,,footway,,,,South-West,162
1082043236,,footway,,,,West,44
1084359490,,footway,,,,West,85
1085031930,,footway,,,,Dwarka,40
1085045203,,footway,,,,Dwarka,76
1086206304,,footway,,,,West,165
1086206305,,footway,,,,West,41
1086206306,,footway,,,,West,87
1086206307,,footway,,,,West,170
1086206308,,footway,,,,West,90
1086206309,,footway,,,,West,227
1086206310,,footway,,,,West,61
1086206311,,footway,,,,West,36
1086206312,,footway,,,,West,30
1086206313,,footway,,,,West,12
1117119510,,footway,,,,Dwarka,144
1119893209,,pedestrian,,,,Dwarka,177
1120516826,,footway,,,,West,20
1120516827,,footway,,,,West,18
1120516828,,footway,,,,West,17
1120516829,,footway,,,,West,17
1120516830,,footway,,,,West,17
1120516831,,footway,,,,West,16
1120516832,,footway,,,,West,14
1120516833,,footway,,,,West,17
1120516834,,footway,,,,West,46
1120516835,,footway,,,,West,46
1120516836,,footway,,,,West,14
1120516839,,footway,,,,West,13
1120516840,,footway,,,,West,12
1120516841,,footway,,,,West,73
1120516842,,footway,,,,West,14
1120517354,,footway,,,,West,28
1120535699,,footway,,,,West,39
1120535700,,footway,,,,West,33
1120535701,,footway,,,,West,59
1120535704,,footway,,,,West,48
1120535705,,footway,,,,West,21
1120535706,,footway,,,,West,31
1120535707,,footway,,,,West,44
1120535711,,footway,,,,West,102
1120537776,,footway,,,,West,42
1120537777,,footway,,,,West,7
1120537778,,footway,,,,West,9
1120537779,,footway,,,,West,8
1120537780,,footway,,,,West,37
1120537781,,footway,,,,West,30
1120537782,,footway,,,,West,33
1120542366,,footway,,,,West,13
1120542367,,footway,,,,West,120
1120542368,,footway,,,,West,68
1120542369,,footway,,,,West,76
1120542370,,footway,,,,West,10
1120543104,,footway,,,,West,12
1120543106,,footway,,,,West,9
1120543107,,footway,,,,West,6
1120543108,,footway,,,,West,14
1120543109,,footway,,,,West,21
1120543110,,footway,,,,West,22
1120543111,,footway,,,,West,19
1120543112,,footway,,,,West,36
1121140905,,footway,,,,West,27
1121140906,,footway,,,,West,31
1121141616,,footway,,,,West,11
1121141617,,footway,,,,West,139
1121142000,,footway,,,,West,6
1121142001,,footway,,,,West,44
1121142002,,footway,,,,West,47
1121142003,,footway,,,,West,17
1121142004,,footway,,,,West,26
1121142005,,footway,,,,West,8
1121142006,,footway,,,,West,7
1121142007,,footway,,,,West,33
1121142008,,footway,,,,West,23
1121142009,,footway,,,,West,37
1121142010,,footway,,,,West,15
1121142011,,footway,,,,West,23
1121142449,,footway,,,,West,20
1121142450,,footway,,,,West,26
1121142451,,footway,,,,West,35
1121142452,,footway,,,,West,18
1121142942,,footway,,,,West,43
1121142943,,footway,,,,West,47
1121142944,,footway,,,,West,12
1121142945,,footway,,,,West,13
1121142946,,footway,,,,West,33
1121143414,,footway,,,,West,8
1121143415,,footway,,,,West,41
1121143416,,footway,,,,West,82
1121143417,,footway,,,,West,33
1121143418,,footway,,,,West,9
1121143419,,footway,,,,West,16
1121143420,,footway,,,,West,9
1121143421,,footway,,,,West,8
1121150874,,footway,,,,West,21
1121150875,,footway,,,,West,136
1121150876,,footway,,,,West,6
1121150877,,footway,,,,West,6
1121150878,,footway,,,,West,12
1121150879,,footway,,,,West,65
1121150880,,footway,,,,West,66
1121150881,,footway,,,,West,7
1121150882,,footway,,,,West,13
1121151884,,footway,,,,West,8
1121151885,,footway,,,,West,79
1121151897,,footway,,,,West,6
1121151898,,footway,,,,West,23
1121151899,,footway,,,,West,24
1121153134,,footway,,,,West,16
1121153135,,footway,,,,West,57
1121153136,,footway,,,,West,36
1121153137,,footway,,,,West,77
1121153148,,footway,,,,West,17
1121153149,,footway,,,,West,171
1121153150,,footway,,,,West,45
1121153151,,footway,,,,West,132
1121153152,,footway,,,,West,86
1121154358,,footway,,,,West,47
1122020127,,footway,,,,West,516
1122020128,,footway,,,,West,51
1122038436,,footway,,,,West,1243
1122038437,,footway,,,,West,84
1122038438,,footway,,,,West,56
1122038439,,footway,,,,West,112
1122038440,,footway,,,,West,229
1122038441,,footway,,,,West,28
1122208254,,footway,link,,paved,West,18
1122208258,,footway,,,,West,220
1122208259,,footway,,,,West,33
1122208261,,footway,,,,West,45
1122208262,,footway,,,,West,36
1122208271,,footway,,,,West,91
1122208273,,footway,,,,West,22
1122211823,,footway,,,,West,52
1122211824,,footway,,,,West,18
1122211833,,footway,,,,West,122
1122211836,,footway,,,,West,131
1122211837,,footway,,,,West,12
1122211843,,footway,,,,West,37
1122211844,,footway,,,,West,108
1122216176,,footway,,,,West,877
1122216177,,footway,,,,West,74
1122216178,,footway,,,,West,77
1122216179,,footway,,,,West,162
1122216180,,footway,,,,West,48
1122216198,,footway,,,,West,98
1122216199,,footway,,,,West,158
1122216203,,footway,,,,West,98
1122216209,,footway,,,,West,130
1122216210,,footway,,,,West,9
1122216222,,footway,,,,West,108
1122216223,,footway,,,,West,24
1122218975,,footway,,,,West,364
1122218976,,footway,,,,West,7
1122218977,,footway,,,,West,9
1122218979,,footway,,,,West,51
1122218985,,footway,,,,West,100
1122221533,,footway,,,,West,120
1122221534,,footway,,,,West,179
1122221535,,footway,,,,West,69
1122221536,,footway,,,,West,175
1122221546,,footway,,,,West,584
1122221547,,footway,,,,West,81
1122221548,,footway,,,,West,37
1122221549,,footway,,,,West,33
1122221551,,footway,,,,West,70
1122221552,,footway,,,,West,55
1122224068,,footway,,,,West,39
1122224069,,footway,,,,West,48
1122224070,,footway,,,,West,91
1122224071,,footway,,,,West,11
1122224084,,footway,,,,West,249
1122226763,,footway,,,,West,31
1122226764,,footway,,,,West,322
1122226765,,footway,,,,West,43
1122226766,,footway,,,,West,16
1122226768,,footway,,,,West,79
1122226775,,footway,,,,West,132
1122226776,,footway,,,,West,12
1122226778,,footway,,,,West,20
1122226779,,footway,,,,West,123
1122226782,,footway,,,,West,22
1122226783,,footway,,,,West,19
1122226784,,footway,,,,West,18
1122226785,,footway,,,,West,29
1122226793,,footway,,,,West,25
1122226794,,footway,,,,West,20
1122226795,,footway,,,,West,26
1122226796,,footway,,,,West,30
1122226797,,footway,,,,West,29
1122226798,,footway,,,,West,21
1122226799,,footway,,,,West,130
1122226801,,footway,,,,West,14
1122226802,,footway,,,,West,45
1122229742,,footway,,,,West,64
1122229743,,footway,,,,West,20
1122229748,,footway,,,,West,23
1122229750,,footway,,,,West,115
1122229751,,footway,,,,West,38
1122229754,,footway,,,,West,17
1122229760,,footway,,,,West,23
1122233300,,footway,,,,West,43
1122233301,,footway,,,,West,25
1122248808,,footway,,,,West,92
1122248814,,footway,,,,West,89
1122248815,,footway,,,,West,68
1122248816,,footway,,,,West,44
1122248819,,footway,,,,West,145
1122251585,,footway,,,,West,51
1122251586,,footway,,,,West,44
1122251589,,footway,,,,West,29
1122251592,,footway,,,,West,67
1122254824,,footway,,,,West,408
1122254825,,footway,,,,West,17
1122254826,,footway,,,,West,11
1122261064,,footway,,,,West,167
1122261065,,footway,,,,West,56
1122261066,,footway,,,,West,81
1122261067,,footway,,,,West,71
1122261068,,footway,,,,West,75
1122261069,,footway,,,,West,23
1122261077,,footway,,,,West,26
1122261078,,footway,,,,West,54
1122261091,,footway,,,,West,42
1122261092,,footway,,,,West,27
1122601578,,footway,,,,West,79
1122601581,,footway,,,,West,65
1124099381,,footway,,,,South-West,27
1125323431,,footway,,,,West,275
1146518873,,footway,,,paving_stones,Dwarka,841
1150336842,,footway,,,,Dwarka,161
1159245450,Sulahkul Bridge,footway,,,,Dwarka,29
1159245453,,footway,,,,Dwarka,13
1159245454,,footway,,,,Dwarka,9
1159245858,,footway,,,,Dwarka,74
1177660293,,footway,,,dirt,Dwarka,36
1178355682,,footway,,,,Dwarka,12
1178355684,,footway,,,,Dwarka,14
1178357044,,footway,,,,Dwarka,12
1178584630,,footway,,,,Dwarka,31
1179782164,,footway,,,paving_stones,Dwarka,174
1179782165,,footway,,,,Dwarka,9
1179782167,,footway,,,,Dwarka,14
1179782168,,footway,,,,Dwarka,29
1179782169,,footway,,,,Dwarka,15
1180382082,,footway,,,,Dwarka,92
1186787928,,footway,,,,West,10
1187525004,,footway,,,,Dwarka,13
1187806368,,footway,,,,Dwarka,34
1202766100,,footway,,,,West,29
1202768480,,footway,,,,West,29
1204807516,,footway,,,,West,19
1204831332,,footway,,,,West,55
1209305219,,pedestrian,,,,Dwarka,198
1212114098,,footway,,,,Dwarka,933
1221667292,,footway,,,,West,26
1242452556,,footway,,,,South-West,45
1242452558,,footway,,,,South-West,23
1242495012,,footway,,,,Dwarka,17
1242495013,,footway,,,,Dwarka,1242
1242495014,,footway,,,,Dwarka,67
1242495015,,footway,,,,Dwarka,112
1244005635,,footway,,,,Dwarka,8
1244014106,,footway,,,,Dwarka,3
1244504878,,footway,,,,Dwarka,72
1244527276,,footway,,,,Dwarka,14
1244527277,,footway,,,,Dwarka,57
1244527278,,footway,,,,Dwarka,12
1244527279,,footway,,,,Dwarka,21
1244527280,,footway,,,,Dwarka,70
1244527281,,footway,,,,Dwarka,13
1244527282,,footway,,,,Dwarka,20
1244527283,,footway,,,,Dwarka,66
1244527284,,footway,,,,Dwarka,11
1244527285,,footway,,,,Dwarka,28
1244527286,,footway,,,,Dwarka,12
1244527287,,footway,,,,Dwarka,32
1244531553,,footway,,,,Outer,138
1244531554,,footway,,,,Outer,6
1244531555,,footway,,,,Outer,16
1244531556,,footway,,,,Outer,169
1244531557,,footway,,,,Outer,10
1244531558,,footway,,,,Outer,26
1244547636,,footway,,,,Outer,5
1244547638,,footway,,,,Outer,5
1244550767,,footway,,,,Dwarka,12
1244550768,,footway,,,,Dwarka,20
1244550769,,footway,,,,Dwarka,12
1244550770,,footway,,,,Dwarka,11
1244562541,,footway,,,,West,27
1244817510,,footway,,,,West,5
1244817511,,footway,,,,West,91
1244846111,,footway,,,,Dwarka,9
1244846843,,footway,,,,Dwarka,9
1244867746,,footway,,,,West,73
1244909196,,footway,,,,Dwarka,6
1245180128,,footway,,,,West,619
1245196296,,footway,,,,Dwarka,66
1245197943,,footway,,,,Dwarka,70
1245197944,,footway,,,,Dwarka,47
1255978513,,pedestrian,,,,Dwarka,4
1287595397,,footway,,,,Dwarka,3426
1287699015,,footway,,,,Dwarka,35
1287700740,,footway,,,,Dwarka,82
1287711904,,footway,,,dirt,Dwarka,624
1287711905,,footway,,,fine_gravel,Dwarka,107
1287711906,,footway,,,dirt,Dwarka,33
1287713436,,footway,,,,Dwarka,198
1288632536,,footway,crossing,,asphalt,Dwarka,32
1288839470,,footway,link,,,West,12
1288839472,,footway,crossing,,,West,41
1288839473,,footway,link,,,West,6
1292245634,,footway,crossing,,asphalt,Dwarka,26
1292245638,,footway,crossing,,asphalt,Dwarka,23
1292261912,,footway,crossing,,asphalt,Dwarka,15
1292261913,,footway,crossing,,asphalt,Dwarka,29
1292261914,,footway,crossing,,asphalt,Dwarka,19
1292261915,,footway,crossing,,asphalt,Dwarka,17
1292261916,,footway,crossing,,asphalt,Dwarka,29
1292261917,,footway,crossing,,asphalt,Dwarka,24
1292261918,,footway,crossing,,asphalt,Dwarka,28
1292261919,,footway,sidewalk,,paved,Dwarka,150
1292261920,,footway,crossing,,asphalt,Dwarka,15
1292261921,,footway,sidewalk,,paved,Dwarka,112
1292261922,,footway,sidewalk,,paved,Dwarka,245
1292261923,,footway,sidewalk,,paved,Dwarka,177
1292262371,,footway,sidewalk,,paved,Dwarka,14
1292262373,,footway,sidewalk,,paved,Dwarka,21
1292262377,,footway,sidewalk,,paved,Dwarka,24
1303858024,,footway,,,,Dwarka,4
1303858035,,footway,,,,Dwarka,5
1309526577,,footway,,,,West,37
1321633163,,footway,,,,Dwarka,18
1321634778,,footway,,,,Dwarka,41
1339842812,,pedestrian,,,,Dwarka,37
1342575525,,footway,,,,South-West,57
1342579250,,footway,,,,South-West,268
1343468207,,footway,,,,Dwarka,40
1354899688,,footway,,,unpaved,Dwarka,243
1354899694,,footway,,,unpaved,Dwarka,157
1354899695,,footway,,,paved,Dwarka,16
1354899696,,footway,,,unpaved,Dwarka,39
1354899698,,footway,,,unpaved,Dwarka,25
1354899700,,footway,,,unpaved,Dwarka,793
1354899701,,footway,,,unpaved,Dwarka,10
1354899703,,footway,,,unpaved,Dwarka,11
1354899705,,footway,,,unpaved,Dwarka,27
1354899707,,footway,,,paved,Dwarka,13
1354899708,,footway,,,unpaved,Dwarka,14
1354899709,,footway,,,unpaved,Dwarka,12
1354899713,,footway,,,unpaved,Dwarka,92
1354899714,,footway,,,unpaved,Dwarka,15
1354899715,,footway,,,unpaved,Dwarka,19
1354899717,,footway,,,paved,Dwarka,7
1354899719,,footway,,,unpaved,Dwarka,7
1354912085,,footway,,,paving_stones,Dwarka,16
1354912086,,footway,,,paving_stones,Dwarka,138
1354912091,,footway,,,unpaved,Dwarka,177
1357526255,,footway,,,,Dwarka,144
1363969234,,footway,,,,Dwarka,41
1363969235,,footway,,,,Dwarka,42
1368958809,,footway,crossing,,,West,6
1368958810,,footway,crossing,,,West,7
1373391077,,footway,sidewalk,,paved,West,32
1373391082,,footway,sidewalk,,paved,West,85
1373391083,,footway,sidewalk,,paved,West,52
1373391084,,footway,link,,paved,West,17
1373391085,,footway,crossing,,paved,West,53
1373391086,,footway,link,,paved,West,24
1373391087,,footway,sidewalk,,paved,West,45
1373391088,,footway,,,,West,7
1373391089,,footway,,,,West,15
1376934909,,footway,,,,Dwarka,85
1376934910,,footway,,,,Dwarka,85
1376934911,,footway,,,,Dwarka,823
1378698491,,footway,,,,Dwarka,26
1378698492,,footway,,,,Dwarka,68
1378698493,,footway,,,,Dwarka,34
1378698494,,footway,,,,Dwarka,36
1378698495,,footway,,,,Dwarka,359
1378698496,,footway,,,,Dwarka,27
1378698497,,footway,,,,Dwarka,19
1379328587,,footway,,,,Dwarka,276
1383593438,,footway,,,,Dwarka,106
1383593439,,footway,,,,Dwarka,122
1383593440,,footway,,,,Dwarka,27
1383593441,,footway,,,,Dwarka,27
1383593442,,footway,,,,Dwarka,27
1383593443,,footway,,,,Dwarka,27
1383593444,,footway,,,,Dwarka,196
1383593445,,footway,,,,Dwarka,1
1383593446,,footway,,,,Dwarka,36
1383593447,,footway,,,,Dwarka,79
1383593448,,footway,,,,Dwarka,37
1383593449,,footway,,,,Dwarka,217
1383914061,,footway,,,,Dwarka,138
1383914062,,footway,,,,Dwarka,646
1383914070,,footway,,,,Dwarka,22
1383914077,,footway,,,,Dwarka,62
1384356367,,footway,,,,Dwarka,937
1393041881,,footway,,,,Dwarka,12
1393041882,,footway,,,,Dwarka,458
1393246969,,footway,,,,Dwarka,309
1395644825,,footway,,,,Dwarka,66
1395644843,,footway,,,,Dwarka,32
1395644851,,footway,,,,Dwarka,48
1395778360,,footway,,,,Dwarka,532
1395778361,,footway,,,,Dwarka,55
1410186317,,footway,,,,Dwarka,802
1410186318,,footway,,,,Dwarka,21
1410186319,,footway,,,,Dwarka,56
1410487486,,footway,,,,Dwarka,490
1418865159,,footway,,,,Dwarka,159
1430449905,,footway,crossing,,,Dwarka,7
1430449906,,footway,sidewalk,,,Dwarka,184
1430449907,,footway,crossing,,,Dwarka,23
1430449908,,footway,sidewalk,,,Dwarka,832
1441611978,,footway,,,,Dwarka,116
1441622782,,footway,,,,Dwarka,5
1441622783,,footway,,,,Dwarka,6
1441622785,,footway,,,,Dwarka,7
1450028718,,footway,sidewalk,,,Dwarka,27
1510535295,,footway,,,,Dwarka,5
1510535296,,footway,,,,Dwarka,34
1510535298,,footway,,,,Dwarka,125
1510535301,,footway,,,,Dwarka,8
1510535305,,footway,,,,Dwarka,15
1510535306,,footway,,,,Dwarka,4
1510535307,,footway,,,,Dwarka,5
1510535308,,footway,,,,Dwarka,3
1510535309,,footway,,,,Dwarka,14
1534164997,,footway,,,,Dwarka,251
1534164998,,footway,,,,Dwarka,255
1534164999,,footway,,,,Dwarka,119
1534165000,,footway,,,,Dwarka,78
1534165001,,footway,,,,Dwarka,23
1534165002,,footway,,,,Dwarka,107
1534165003,,footway,,,,Dwarka,31
1534165004,,footway,,,,Dwarka,23
1534165005,,footway,,,,Dwarka,191
1534165006,,footway,,,,Dwarka,96
1534165007,,footway,,,,Dwarka,20
1534165008,,footway,,,,Dwarka,46
1534165009,,footway,,,,Dwarka,173
1534165010,,footway,,,,Dwarka,154
1534165011,,footway,,,,Dwarka,49
1534165012,,footway,,,,Dwarka,73
1534165013,,footway,,,,Dwarka,125
1534165014,,footway,,,,Dwarka,273
1534165015,,footway,,,,Dwarka,35
1534165016,,footway,,,,Dwarka,50
1534165017,,footway,,,,Dwarka,35
1534165018,,footway,,,,Dwarka,47
1534165019,,footway,,,,Dwarka,22
1534165020,,footway,,,,Dwarka,3
1534254926,,footway,,,,Dwarka,76
1534254927,,footway,,,,Dwarka,58
1534254928,,footway,,,,Dwarka,24
1534254929,,footway,,,,Dwarka,22
1534254930,,footway,,,,Dwarka,145
1534254931,,footway,,,,Dwarka,992
1534254932,,footway,,,,Dwarka,65
1534254933,,footway,,,,Dwarka,403
1534254934,,footway,,,,Dwarka,247
1534254935,,footway,,,,Dwarka,40
1534254936,,footway,,,,Dwarka,47
1534254937,,footway,,,,Dwarka,465
1534254938,,footway,,,,Dwarka,77
1534254939,,footway,,,,Dwarka,1118
1534254940,,footway,,,,Dwarka,13
1534254941,,footway,,,,Dwarka,36
1534254942,,footway,,,,Dwarka,399
1534254943,,footway,,,,Dwarka,362
1534254944,,footway,,,,Dwarka,32
1534254945,,footway,,,,Dwarka,170
1534254946,,footway,,,,Dwarka,190
1534254947,,footway,,,,Dwarka,342
1534254948,,footway,,,,Dwarka,15
1534254949,,footway,,,,Dwarka,22
1534261294,,footway,,,,Dwarka,1046
1534261295,,footway,,,,Dwarka,32
1534261296,,footway,,,,Dwarka,26
24563438,,pedestrian,,,,New Delhi,178
24563439,Shahjahan Road,pedestrian,,,asphalt,New Delhi,283
24563440,Doctor Zakir Hussain Marg,pedestrian,,,asphalt,New Delhi,285
24563442,Tilak Marg,pedestrian,,,asphalt,New Delhi,278
24563443,,pedestrian,,,,New Delhi,18
24563444,,pedestrian,,,paving_stones,New Delhi,57
34404746,,footway,,,paving_stones,Central,55
38116049,,footway,,,,South,341
43858193,,pedestrian,,,,New Delhi,1147
43858201,,footway,,,,New Delhi,44
44091401,,footway,,,,South-West,51
44092365,,pedestrian,,,,South,109
44176834,,pedestrian,,,paving_stones,New Delhi,134
44176836,,pedestrian,,,paving_stones,New Delhi,216
44177644,,footway,,,,New Delhi,74
44177645,,footway,,,,New Delhi,354
44177647,,footway,,,,New Delhi,70
44177648,,footway,,,,New Delhi,44
44177652,,footway,,,,New Delhi,75
44177653,,footway,,,,New Delhi,66
44187404,,footway,,,paving_stones,New Delhi,846
44678991,,footway,,,,South-West,377
44678993,,footway,,,,South-West,430
44678997,,footway,,,,South-West,306
44678999,,footway,,,,South-West,281
44679101,,footway,,,,South-West,86
44679102,,footway,,,,South-West,72
44679103,,footway,,,,South-West,176
44679105,,footway,,,,South-West,392
44679106,,footway,,,,South-West,189
44679107,,footway,,,,South-West,300
44716483,,footway,,,,South-West,122
44716484,,footway,,,,South-West,210
44716485,,footway,,,,South-West,61
44716486,,footway,,,,South-West,75
44716487,,footway,,,,South-West,38
44823752,,footway,,,paving_stones,South-East,156
44823754,,footway,,,paving_stones,South-East,177
44823755,,pedestrian,,,,South-East,62
44827293,,footway,,,,South-East,160
44827304,,footway,,,sett,South-East,57
55085623,,pedestrian,,,,Central,190
76734552,,footway,,,,East,22
77363920,,footway,,,,South-West,66
80414542,Foot Over Bridge 1,footway,,,,Central,265
80414547,,footway,,,,Central,14
80414552,,footway,,,,Central,36
80414561,,footway,,,,Central,19
80418106,,footway,,,,Central,15
80429919,,footway,,,asphalt,Central,172
80439671,,footway,,,paving_stones,New Delhi,256
80439692,,pedestrian,,,,South-East,3006
80440824,,footway,,,paving_stones,South-East,136
80440828,FOB 1,footway,,,,South-East,111
80440830,,pedestrian,,,paving_stones,South-East,42
80440855,FOB 2,footway,,,paving_stones,South-East,152
80499287,,footway,sidewalk,,paving_stones,Central,1429
80499763,,footway,,,,New Delhi,450
80499764,,footway,,,,New Delhi,59
80499765,,footway,,,,New Delhi,81
80499772,,footway,,,,New Delhi,269
80499773,,footway,,,,New Delhi,40
80499780,,footway,,,,New Delhi,36
80499787,,footway,,,paving_stones,New Delhi,31
80511307,,footway,,,,South-East,345
80511318,,footway,,,,South-East,29
80519102,,footway,,,asphalt,South,348
80954559,,footway,,,,New Delhi,623
80954593,,footway,,,sett,New Delhi,29
81061266,,pedestrian,,,,East,460
81061271,,pedestrian,,,concrete,East,439
81061279,,footway,,,,East,711
81061284,,footway,,,,East,314
81061287,,footway,,,,East,70
81061294,,footway,,,,East,149
81061300,,footway,,,,East,70
81061301,,footway,,,,East,308
81061302,,footway,,,,East,79
81352239,,footway,,,,South-West,78
88213145,Hauz Khas Park Road,footway,,3,asphalt,South-West,306
88213147,,footway,,3,paving_stones,South-West,1059
88213159,,footway,,2,ground,South-West,125
89583594,Mehrauli Archeological Park Path,footway,,3,ground,South,169
89583600,Mehrauli Archeological Park Path,footway,,3,ground,South,95
89583602,,footway,,3,ground,South,448
89804826,,footway,,,,South,99
89804850,,footway,,,,South,130
89804871,,footway,,,,South,20
89804881,,footway,,,,South,57
89808646,,footway,,,,South,28
89808648,,footway,,,,South,62
89808651,,footway,,,,South,47
89808705,,footway,,,,South,44
97230897,,footway,,1,ground,Central,59
102571404,,footway,,,,Central,51
102758309,Path to Tughlaqabad Fort,footway,,2,cobblestone,South-East,103
102758344,Causeway to Ghiyas-ud-Din Tughlaq's Tomb,footway,,2,cobblestone,South-East,175
103603603,,footway,,,,New Delhi,112
103603604,,footway,,,,New Delhi,110
103603605,,footway,,,,New Delhi,346
103603607,,footway,,,,New Delhi,112
