osm_way_id,name,highway_class,footway_tag,width_m,surface,district,length_m
454514552,,pedestrian,,,,South-East,145
454517216,,footway,,,,South-East,22
461564322,,footway,,,,South-East,254
461564323,,footway,,,,South-East,151
461564324,,footway,,,,South-East,221
461699696,,footway,,,,New Delhi,196
461699697,,footway,,,,New Delhi,116
462527329,,footway,,,,South-East,51
462527331,,footway,,,,South-East,58
462527333,,footway,,,,South-East,180
464253912,,footway,,,,Central,126
464487439,,footway,,,ground,South-East,44
464487669,,footway,,2,paved,South-East,111
464488492,,footway,,4,ground,South-East,135
464488591,,footway,,4,ground,South-East,75
464488783,,footway,sidewalk,1,paved,South-East,289
469368620,,footway,,,paving_stones,East,435
469888480,,footway,,2,paved,East,428
472051499,,footway,,,asphalt,Central,448
472051500,,footway,,,paving_stones,Central,127
472051501,,footway,,,paving_stones,Central,127
472051502,,footway,,,paving_stones,Central,128
472051503,,footway,,,asphalt,Central,97
472051504,,footway,,,paving_stones,Central,97
472051505,,footway,,,paving_stones,Central,97
475594913,,footway,,,paving_stones,South,79
475594914,,footway,,,paving_stones,South,213
475594915,,footway,,,paving_stones,South,160
475594916,,footway,,,,South,75
475594917,,footway,,,,South,15
475673655,,footway,,,paving_stones,South,83
475673656,,footway,,,,South,58
475673657,,footway,,,paving_stones,South,38
475673658,,footway,,,sett,South,142
475673659,,footway,,,paving_stones,South,55
475673660,,footway,,,,South,84
475673661,,footway,,,,South,111
475673662,,footway,,,paving_stones,South,95
475673663,,footway,,,paving_stones,South,241
475673664,,footway,,,paving_stones,South,24
475673665,,footway,,,,South,174
475673666,,footway,,,paving_stones,South,120
475673667,,footway,,,paving_stones,South,101
475673669,,footway,,,,South,59
475673670,,footway,,,sett,South,90
476004357,,footway,,,concrete,South,31
476004358,,footway,,,,South,103
476004369,,footway,,,concrete,South,181
484723861,,footway,,,sett,South-East,132
484723862,,footway,,,sett,South-East,137
484723863,,footway,,,sett,South-East,55
484723864,,footway,,,sett,South-East,55
484723865,,footway,,,paving_stones,South-East,187
484723866,,footway,,,sett,South-East,90
484723867,,footway,,,sett,South-East,94
484723871,,footway,,,sett,South-East,7
484723872,,footway,,,,South-East,245
484723873,,footway,,,sett,South-East,10
484723874,,footway,,,sett,South-East,10
484723875,,footway,,,sett,South-East,8
484723876,,footway,,,sett,South-East,5
484723877,,footway,,,sett,South-East,137
484723878,,footway,,,sett,South-East,12
484723879,,footway,,,sett,South-East,132
484724535,,footway,,,sett,South-East,12
488537316,,footway,,,paving_stones,New Delhi,10
488558974,,footway,,,,New Delhi,194
488662836,,footway,,,,New Delhi,41
488662837,,footway,,,,New Delhi,47
488662838,,footway,,,,New Delhi,64
490625150,,footway,,,asphalt,South-West,53
490625151,,footway,link,,paved,South-West,37
494442277,,footway,,,,East,705
494442278,,footway,,,,East,18
494443161,,footway,,,paving_stones,East,357
496437036,,footway,,,,New Delhi,290
499645115,,pedestrian,,,,Central,12
499645116,,pedestrian,,,,Central,12
499645117,,pedestrian,,,,Central,13
499645118,,pedestrian,,,,Central,13
499673463,,footway,,,,Central,48
500413799,,footway,,,paving_stones,New Delhi,65
503333935,,footway,,2,ground,South-West,58
503333936,,footway,,,,South-West,48
507527941,,footway,,,,South,89
507527947,,footway,,,,South,27
507527950,,footway,,,,South,12
507527952,,footway,,,,South,9
507527954,,footway,,,,South,13
507527962,,footway,,,,South,10
507527964,,footway,,,,South,12
507527967,,footway,,,,South,13
507527970,Upper gali,footway,,,,South,174
507527972,,footway,,,,South,243
508095733,,footway,,,,South,37
508095735,,footway,,,,South,143
508095761,,footway,,,,South,13
508215358,,footway,,,,South-East,9
508215359,,footway,,,asphalt,South,31
508215360,,footway,,,asphalt,South,56
509045582,,footway,,,,Central,13
509045583,,footway,,,,Central,19
509045584,,footway,,,,Central,4
509045585,,footway,,,,Central,4
509045587,,footway,,,,Central,4
509045590,,footway,,,,Central,4
509045591,,footway,,,,Central,13
509045592,,footway,,,,Central,13
509045594,,footway,,,,Central,10
509045596,,footway,,,,Central,13
509045598,,footway,,,,Central,11
509045600,,footway,,,,Central,13
509045602,,footway,,,,Central,151
509045603,,footway,,,,Central,10
509045604,,footway,,,,Central,11
509045605,,footway,,,,Central,11
509045607,,footway,,,,Central,47
509045608,,footway,,,,Central,130
509046748,,footway,,,,Central,9
509046749,,footway,,,,Central,9
509046752,,footway,,,,Central,11
509046753,,footway,,,,Central,12
510926301,,footway,,,paved,South-West,35
510926304,SAC Road,footway,,,paved,South-West,54
510934754,,pedestrian,,,concrete,South-West,152
511130411,,footway,,,,South-East,1043
511130412,,pedestrian,,,,South-East,140
511130413,,footway,,,,South-East,91
511130423,,pedestrian,,,,South-East,164
511130429,,pedestrian,,,,South-East,124
511130435,,footway,,,,South-East,108
511130436,,footway,,,,South-East,62
514521569,,footway,sidewalk,,concrete,South-West,45
515483672,,footway,,,paved,South-West,23
516280584,,footway,,,paved,South-West,150
516280589,,footway,,,paved,South,33
526531981,,footway,,,,South,68
526856864,,footway,,,,South,19
526935037,,footway,,,,East,280
526935039,,footway,,,,East,49
526935045,,footway,,,,East,480
526935046,,footway,,,,East,46
531904542,,pedestrian,,,,South-West,79
531906925,,footway,,,,South-West,47
532524797,,footway,,,paved,South-West,283
532529570,,footway,,,,South-West,36
532529571,,footway,,,,South-West,38
532529573,,footway,,,,South-West,10
532529575,,footway,,,,South-West,2
532536806,,footway,,,,South-West,37
532536807,,footway,,,,South-West,16
532536808,,footway,,,,South-West,46
532536809,,footway,,,,South-West,17
532543738,,footway,,,,South-West,12
532543740,,footway,,,,South-West,63
532543741,,footway,,,,South-West,8
532566323,,footway,,,,South-West,11
532566325,,footway,,,,South-West,11
532566326,,footway,,,,South-West,14
533187957,,footway,sidewalk,,paving_stones,South-West,3762
533192057,,footway,,,,South-West,1040
533192058,,footway,,,,South-West,251
533192059,,footway,,,,South-West,5
533192060,,footway,,,paving_stones,South-West,221
533192061,,footway,,,,South-West,417
533192062,,footway,,,,South-West,4
533192063,,footway,,,,South-West,1384
533192064,,footway,,,,South-West,5
533569850,,pedestrian,,,,South,49
533569851,,pedestrian,,,,South,533
533569859,,pedestrian,,,,South,149
533569860,,pedestrian,,,,South,146
533957674,,footway,,,,South-West,2750
533957676,,footway,,,,South-West,531
533957677,,footway,,,,South-West,2878
533957679,,footway,,,,South-West,1817
533957680,,footway,,,,South-West,1385
533957681,,footway,,,,South-West,107
533957682,,footway,,,,South-West,47
533957683,,footway,,,,South-West,45
533958500,,footway,,,,South-West,63
533958501,,footway,,,,South-West,7
533958502,,footway,,,,South-West,5
533958504,,footway,,,,South-West,16
533958505,,footway,crossing,,,South-West,14
533958506,,footway,,,,South-West,25
533958507,,footway,,,,South-West,55
533958508,,footway,,,,South-West,5
535253459,,footway,,,,South-West,166
541424661,,pedestrian,,,,South-East,56
542802203,,footway,,,,South,152
542802204,,footway,,,,South,153
542802208,,footway,,,paving_stones,New Delhi,119
542802209,,footway,,,paving_stones,New Delhi,13
542802212,,footway,,,,South-East,111
542802213,,footway,,,,South-East,287
544709082,,footway,,,paved,Central,385
544709083,,footway,,,paved,Central,333
544769585,,footway,,,,East,101
544769586,,footway,,,,East,373
544773547,,footway,,,,East,10
548301818,,footway,,,,East,245
548301819,,footway,,,,East,1279
548301820,,footway,,,,East,276
548301821,,footway,,,,East,226
548301822,,footway,,,,East,263
548301823,,footway,,,,East,660
548804854,,footway,,,,South,30
551065266,,footway,,,,South,16
551065267,,footway,,,,South,11
551065268,,footway,,,,South,9
551065270,,footway,,,dirt,South,42
551065271,,footway,,,dirt,South,154
551065272,,footway,,,dirt,South,157
551065273,,footway,,,dirt,South,53
551065274,,footway,,,dirt,South,802
551065275,,footway,,,dirt,South,153
551065276,,footway,,,dirt,South,198
551065277,,footway,,,dirt,South,1186
551065278,,footway,,,,South,54
551682076,,footway,,,asphalt,South,286
551682077,,footway,,,,South,37
551682078,,footway,,,,South,17
551682079,,footway,,,mud,South,55
551682080,,footway,,,cobblestone,South,22
551682081,,footway,,,cobblestone,South,27
551682083,,footway,,,mud,South,7
551682084,,footway,,,dirt,South,12
551682085,,footway,,,cobblestone,South,11
551682088,,footway,,,cobblestone,South,8
551682089,,footway,,,cobblestone,South,9
551682090,,footway,,,cobblestone,South,27
551682091,,footway,,,dirt,South,41
551682097,,footway,,,dirt,South,155
551682099,,footway,,,compacted,South,14
551682100,,footway,,,dirt,South,34
551682101,,footway,,,dirt,South,206
551682102,,footway,,,dirt,South,278
551682103,,footway,,,dirt,South,1461
551682104,,footway,,,dirt,South,61
551682107,,footway,,,compacted,South,428
551682108,,footway,,,dirt,South,187
551682109,,footway,,,paving_stones,South,76
551682110,,footway,,,dirt,South,681
551682936,,footway,,,compacted,South,2
551684023,,footway,,,,South,89
552152635,,footway,,,metal,South,36
552675453,,footway,,,,East,287
553840554,,pedestrian,,3,paved,Central,55
556741436,,footway,,,,South-East,37
557473521,,footway,,,,South,42
557473523,,footway,,,,South,16
557575819,,footway,,,,South,31
557575821,,footway,,,,South,28
557575822,,footway,,,,South,30
557575824,,footway,sidewalk,,,South,58
557597148,,footway,,,paving_stones,South,25
557597149,,footway,,,,South,26
557597150,,footway,,,,South,20
557597151,,footway,,,,South,64
557597152,,footway,,,,South,278
557597154,,footway,,,paving_stones,South,140
558833398,,footway,,,,Central,147
560355146,,footway,,,,South-West,45
561672570,,footway,,,paving_stones,New Delhi,52
561672571,,footway,,,,New Delhi,74
561672572,,footway,,,,New Delhi,66
561672576,,footway,,,,New Delhi,53
570572090,,footway,,,,South,30
570572091,,footway,,,,South,31
570572092,,footway,,,,South,36
573338801,,footway,,,paving_stones,New Delhi,108
576274588,,footway,,,,South-West,250
576274589,,footway,,,,South-West,485
576274590,,footway,,,,South-West,90
576522529,,footway,,,,South-East,5
576522530,,footway,,,,South-East,19
576522531,,footway,,,,South-East,11
576522532,,footway,,,paved,South-East,11
576522533,,footway,,,,South-East,18
577531959,,pedestrian,,,concrete,South-West,145
577693850,,footway,,,,South-West,179
577693852,,footway,,,,South-West,186
582090030,,footway,,,,New Delhi,1
582090033,,footway,,,,New Delhi,7
582090035,,footway,,,,New Delhi,54
582230870,,footway,,,,South,6
582230871,,footway,,,,South,2
582230872,,footway,,,,South,10
582230873,,footway,,,,South,6
582349041,,footway,,,,New Delhi,30
582355768,,footway,,,,New Delhi,24
582355769,,footway,,,,New Delhi,48
582355770,,footway,,,,New Delhi,83
582355771,,footway,,,,New Delhi,23
582355772,,footway,,,paving_stones,New Delhi,7
582355773,,footway,,,paving_stones,New Delhi,9
582355774,,footway,,,paving_stones,New Delhi,20
582355775,,footway,,,,New Delhi,11
582355779,,footway,,,,New Delhi,71
582355780,,footway,,,,New Delhi,83
582873046,,footway,,,,South-East,42
582929431,,footway,,,,New Delhi,21
583491820,,footway,,,paving_stones,New Delhi,20
583501522,,footway,,,,New Delhi,44
583501524,,footway,,,,New Delhi,30
583501528,,footway,,,,New Delhi,8
583660806,,footway,,,,South-East,50
583660807,,footway,,,,South-East,16
583665564,,footway,,,,South-East,32
583665567,,footway,,,,South-East,33
584472902,,pedestrian,,,,South,25
584472907,,pedestrian,,,,South,109
584472909,Hetraj Batra Marg,pedestrian,,,paving_stones,South,144
586012595,,footway,,,dirt,South,895
586012610,,footway,,,,South,38
586012612,,footway,,,,South,38
586087729,,footway,,,,South-West,2
586087730,,footway,,,,South,2
586087731,,footway,,,,South,50
587297990,Champa Gali,pedestrian,,,paving_stones,South,75
588273936,,footway,,,,South,28
588273937,,footway,,,,South,20
588273938,,footway,,,,South,15
589297620,,footway,,,,South,85
597069278,,footway,,,unpaved,South-East,148
605695068,,footway,,,,South-West,14
605695071,,footway,,,,South-West,14
605695090,,footway,,,,South-West,12
605695092,,footway,,,,South-West,171
605695101,,footway,,,,South-West,329
607341430,,footway,,,dirt,South,2403
608695101,,footway,,,paving_stones,West,56
608695104,,footway,link,,paving_stones,West,24
608695105,,footway,link,,paving_stones,West,22
611102336,,footway,,,,New Delhi,11
611102337,,footway,,,,New Delhi,24
614970306,,footway,,,ground,South,156
625693510,,footway,,,,South,202
625693511,,footway,,,,South,142
625693512,,footway,,,,South,182
632843083,,footway,,,,South,363
633000307,,footway,,,,South,30
633942086,,footway,sidewalk,,paved,East,287
633942087,,footway,sidewalk,,paved,East,209
638897653,,footway,,,,South,763
644732079,,footway,,,,New Delhi,192
644732080,,footway,,,,New Delhi,76
644732081,,footway,,,,New Delhi,33
644732082,,footway,,,,New Delhi,36
644732083,,footway,,,paving_stones,New Delhi,391
644732084,,footway,,,concrete,New Delhi,384
644732085,,footway,,,paving_stones,New Delhi,449
644732086,,footway,,,,New Delhi,71
644732087,,footway,,,paving_stones,New Delhi,146
644732088,,footway,,,paving_stones,New Delhi,97
644732089,,footway,,,paving_stones,New Delhi,22
644732090,,footway,,,paving_stones,New Delhi,318
645626918,,footway,,,,South-East,35
645626919,,footway,,,,South-East,31
645626920,,footway,,,,South-East,35
645626921,,footway,,,,South-East,48
648053897,,pedestrian,,,,South-East,197
651654690,,footway,,,,South-West,33
651654692,,footway,,,,South-West,37
652047006,,footway,,,,South-East,7
652047007,,footway,,,,South-East,11
652047009,,footway,,,,South-East,12
652047013,,footway,,,,South-East,12
652047015,,footway,,,,South-East,7
652159351,,footway,sidewalk,1,paved,South-East,12
652159352,,footway,sidewalk,1,paved,South-East,141
652159356,,footway,sidewalk,1,paved,South-East,250
652159359,,footway,,,,South-East,44
652159361,,footway,,,,South-East,13
652169983,,footway,,,,South-East,16
652424504,,footway,,,,South-East,11
652440576,,footway,,,,South-East,2
652440579,,footway,,,,South-East,2
652440581,,footway,,,,South-East,66
652440591,,footway,,,,South-East,2
652440593,,footway,,,,South-East,2
652440596,,footway,,,,South-East,64
652440608,,footway,,,,South-East,19
652440610,,footway,,,paving_stones,South-East,28
652440623,,footway,,,metal,South-East,2
652440625,,footway,,,,South-East,2
652440633,,footway,,,,South-East,1
652440636,,footway,,,,South-East,1
652440637,,footway,,,,South-East,2
652440640,,footway,,,,South-East,2
652440643,,footway,,,,South-East,2
652440648,,footway,,,,South-East,3
652440658,,footway,,,,South-East,1
652440667,,footway,,,,South-East,2
652440668,,footway,,,paving_stones,South-East,6
652440676,,footway,,,,South-East,2
652440681,,footway,,,metal,South-East,2
652440687,,pedestrian,,,,South-East,14
652440693,,footway,,,,South-East,10
652450092,,footway,,,,South-East,2
652450095,,footway,,,,South-East,1
652547715,,footway,,,,South-East,8
652547716,,footway,,,,South-East,7
652550635,,footway,,,asphalt,South-East,8
653004786,,footway,sidewalk,,,South-West,171
653313813,,footway,,,asphalt,South,10
653313814,,footway,,,,South,8
653313815,,footway,,,,South-East,23
653313816,,footway,,,,South,22
653313819,,footway,,,,South,14
653313820,,footway,,,,South,16
653313821,,footway,,,,South,10
653702705,,footway,,,,East,21
653702725,,footway,,,,East,115
653702726,,footway,,,,East,76
653702732,,footway,,,,East,148
653702733,,footway,,,,East,355
653702736,,footway,,,,East,2
653702737,,footway,,,,East,3
653705097,,footway,,,,East,435
654454118,,footway,,,ground,South,113
654454119,,footway,,,ground,South,194
654454120,,footway,,,ground,South,85
654454121,,footway,,,ground,South,69
658679861,,footway,,,,South-East,99
659060989,,footway,,,,South,4
659060990,,footway,,,,South,14
659063503,,footway,,,,South,2
659063505,,footway,,,,South,4
659063506,,footway,,,,South,3
659063507,,footway,,,,South,13
659283550,,footway,,,,South-East,6
659283551,,footway,,,,South-East,13
659283554,,footway,,,,South-East,11
659283944,,footway,,,,South-East,35
659285293,,footway,,,,South-East,30
659833946,,footway,,,metal,South,2
659833947,,footway,,,,South,3
659848679,,footway,,,,South,100
659848682,,footway,,,,South,77
659848683,,footway,,,,South,13
659848686,,footway,,,,South,22
659848689,,footway,,,,South,27
659848690,,footway,,,,South,13
659848691,,footway,,,,South,100
659848692,,footway,,,,South,6
659848694,,footway,,,,South,5
659848696,,footway,,,,South,5
659848697,,footway,,,,South,3
659848698,,footway,,,,South,4
659848700,,footway,,,,South,46
659848703,,footway,,,,South,4
659848704,,footway,,,,South,48
659848705,,footway,,,,South,4
659848706,,footway,,,,South,42
659848707,,footway,,,,South,30
659848708,,footway,,,,South,18
659851408,,footway,,,,South,12
659851410,,footway,,,,South,15
659980905,,footway,,,,South,4
659980906,,footway,,,,South,8
660097250,,footway,,,,New Delhi,27
660097251,,footway,,,paving_stones,New Delhi,11
660097254,,footway,,,,New Delhi,7
660097256,,footway,,,paving_stones,New Delhi,49
660097257,,footway,,,paving_stones,New Delhi,9
660123520,,footway,,,,South-East,4
660372862,,footway,,,,New Delhi,20
660372864,,footway,,,paving_stones,New Delhi,18
660372866,,footway,,,,New Delhi,13
660372868,,footway,,,paving_stones,New Delhi,17
660372870,,footway,,,paving_stones,New Delhi,12
660372872,,footway,,,paving_stones,New Delhi,2
660372874,,footway,,,paving_stones,New Delhi,4
660372876,,footway,,,paving_stones,New Delhi,58
660372878,,footway,,,,New Delhi,3
660372880,,footway,,,,New Delhi,58
660372882,,footway,,,,New Delhi,3
660372890,,footway,,,,New Delhi,23
660372892,,footway,,,paving_stones,New Delhi,15
660372894,,footway,,,,New Delhi,17
660372898,,footway,,,,New Delhi,6
660372905,,footway,,,paving_stones,New Delhi,9
660372907,,footway,,,paving_stones,New Delhi,19
660372911,,footway,,,paving_stones,New Delhi,21
660372915,,footway,,,,New Delhi,27
660372917,,footway,,,,New Delhi,4
660372919,,footway,,,,New Delhi,53
660372921,,footway,,,paving_stones,New Delhi,3
660372923,,footway,,,paving_stones,New Delhi,14
660372926,,footway,,,paving_stones,New Delhi,7
660372932,,footway,,,paving_stones,New Delhi,19
660372934,,footway,,,paving_stones,New Delhi,14
660372937,,footway,,,paving_stones,New Delhi,20
660554260,,footway,,,,South-East,3
660554261,,footway,,,,South-East,2
660554262,,footway,,,,South-East,15
660554263,,footway,,,,South-East,4
660554264,,footway,,,,South-East,2
660554265,,footway,,,,South-East,3
660554266,,footway,,,,South-East,4
660554267,,footway,,,,South-East,15
660554268,,footway,,,,South-East,2
660554269,,footway,,,,South-East,3
660554270,,footway,,,,South-East,4
660554272,,footway,,,,South-East,33
660554275,,footway,,,,South-East,15
660554276,,footway,,,,South-East,15
660554278,,footway,,,,South-East,13
660554279,,footway,,,,South-East,3
660554283,,footway,,,,South-East,13
660554284,,footway,,,,South-East,3
660554287,,footway,,,,South-East,13
660554288,,footway,,,,South-East,3
660554291,,footway,,,,South-East,15
660554293,,footway,,,,South-East,4
660554295,,footway,,,,South-East,12
660554296,,footway,,,,South-East,21
660554298,,footway,,,,South-East,11
660554300,,footway,,,,South-East,12
660554302,,footway,,,,South-East,23
660554303,,footway,,,,South-East,15
660554304,,footway,,,,South-East,78
660554305,,footway,,,,South-East,10
660554306,,footway,,,,South-East,5
660554307,,footway,,,,South-East,126
660554311,,footway,,,,South-East,5
660554313,,footway,,,,South-East,3
660554314,,footway,,,,South-East,7
660554316,,footway,,,,South-East,8
660554317,,footway,,,,South-East,3
660554318,,footway,,,,South-East,4
660682006,,footway,,,,South,11
660746633,,footway,,,,South,2
660746636,,footway,,,,South,5
660988733,,footway,,,,South-East,6
660988734,,footway,,,,South-East,7
660988735,,footway,,,,South-East,7
660988736,,footway,,,,South-East,8
660988737,,footway,,,,South-East,8
660988738,,footway,,,,South-East,8
660988739,,footway,,,,South-East,19
660988740,,footway,,,,South-East,8
660988741,,footway,,,,South-East,8
660988742,,footway,,,,South-East,8
660988743,,footway,,,,South-East,8
660988744,,footway,,,,South-East,8
660988745,,footway,,,,South-East,8
660988746,,footway,,,,South-East,8
660988747,,footway,,,,South-East,8
660994970,,pedestrian,,,,South-East,26
661089840,,footway,,,,South-East,1
661089841,,footway,sidewalk,,,South-East,62
661089842,,footway,crossing,,,South-East,7
661089843,,footway,crossing,,,South-East,6
661089844,,footway,,,,South-East,1
661089845,,footway,,,,South-East,30
661089846,,footway,sidewalk,,,South-East,1
661089847,,footway,sidewalk,,,South-East,145
661138663,,footway,,,,New Delhi,33
661138664,,footway,,,,New Delhi,10
661138665,,footway,,,,New Delhi,162
661138668,,footway,,,,New Delhi,46
661138670,,footway,,,,New Delhi,266
661138673,,footway,,,,New Delhi,49
661138675,,footway,,,,New Delhi,161
661138679,,footway,,,,New Delhi,159
661138681,,footway,,,,New Delhi,20
661138683,,footway,,,,New Delhi,38
661138684,,footway,,,,New Delhi,398
661338360,,footway,crossing,,asphalt,New Delhi,7
661338361,,footway,,,paving_stones,New Delhi,69
662256257,,footway,,,concrete,South-East,31
662293433,,pedestrian,,,concrete,South-West,163
662293434,Wind Tunnel,pedestrian,,,concrete,South-West,24
662311122,,footway,,,,East,6
662311123,,footway,,,,East,18
662721014,,footway,crossing,,paving_stones,South,14
662973176,,footway,,,,South-West,43
662973179,,footway,,,,South-West,43
662973182,,footway,,,,South-West,63
662973184,,footway,,,,South,8
662973186,,footway,,,,South-West,5
662973190,,footway,,,,South-West,7
662973192,,footway,,,,South-West,123
662973195,,footway,,,,South-West,123
662973197,,footway,,,,South-West,4
662973201,,footway,,,,South-West,5
662973210,,footway,,,,South-West,2
662973214,,footway,,,,South-West,7
662973218,,footway,,,,South-West,16
662973220,,footway,,,,South-West,10
662973222,,footway,,,,South-West,5
662973224,,footway,,,,South,5
662973225,,footway,,,,South,9
662973226,,footway,,,,South,8
662973229,,footway,,,,South,5
663076297,,footway,,,,South,13
663076298,,footway,,,,South,27
663076301,,footway,,,,South,11
663076302,,footway,,,,South,12
663076305,,footway,,,,South,11
663076306,,footway,,,,South,10
663076310,,footway,,,,South,11
663076313,,footway,,,,South,7
663076314,,footway,,,,South,6
663076315,,footway,,,,South,7
663076316,,footway,,,,South,6
663076317,,footway,,,,South,8
663076318,,footway,,,,South,5
663076319,,footway,,,,South,7
663076320,,footway,,,,South,3
663076321,,footway,,,,South,3
663076322,,footway,,,,South,8
663076323,,footway,,,,South,4
663076324,,footway,,,,South,3
663076325,,footway,,,,South,8
663757318,,footway,,,,South-West,4
663757319,,footway,,,,South-West,3
663757320,,footway,,,,South-West,3
663757323,,footway,,,,South-West,3
663757324,,footway,,,,South-West,4
663757325,,footway,,,,South-West,8
663757326,,footway,,,,South-West,9
663757327,,footway,,,,South-West,6
663757328,,footway,,,,South-West,14
663757329,,footway,,,,South-West,14
663757330,,footway,,,,South-West,16
663757331,,footway,,,,South-West,23
663757336,,footway,,,,South-West,36
663757337,,footway,,,,South-West,27
663757338,,footway,,,,South-West,18
663757339,,footway,,,,South-West,23
663757340,,footway,,,,South-West,3
663757341,,footway,,,,South-West,3
663757344,,footway,,,,South-West,9
663757345,,footway,,,,South-West,8
663757346,,footway,,,,South-West,3
663757347,,footway,,,,South-West,3
663757349,,footway,,,,South-West,8
663757350,,footway,,,,South-West,12
663757351,,footway,,,,South-West,73
663757353,,footway,,,,South-West,5
663757354,,footway,,,,South-West,22
663757355,,footway,,,,South-West,21
663757356,,footway,,,,South-West,18
663757357,,footway,,,,South-West,28
663757360,,footway,,,,South-West,2
663757361,,footway,,,,South-West,9
663757362,,footway,,,,South-West,6
663757363,,footway,,,,South-West,9
663757368,,footway,,,,South-West,9
663757369,,footway,,,,South-West,26
663846464,,footway,,,,South-West,5
664453151,,footway,,,paving_stones,South,123
665275864,Footover Bridge,footway,,,,South-East,41
665275866,,footway,,,,South-East,14
665275868,,footway,,,,South-East,12
665875927,,footway,,,,South,38
668224311,,footway,,,,South,15
668467033,,footway,,,,South,4
668468056,,footway,,,,South-West,43
668809526,,footway,,,,South,24
668809527,,footway,,,,South,4
668809530,,footway,,,asphalt,South,4
669087509,,footway,,,,South,14
669087510,,footway,,,,South,3
669087511,,footway,,,,South,16
669087512,,footway,,,,South,3
669087513,,footway,sidewalk,,,South,31
669087514,,footway,,,,South,3
669105815,,footway,sidewalk,,,South,3
669105819,,footway,sidewalk,,,South,166
669272657,,footway,,,,South,1
669272661,,footway,sidewalk,,,South,34
669272664,,footway,sidewalk,,,South,40
669272666,,footway,,,,South,19
669272669,,footway,,,,South,17
669272671,,footway,,,,South,1
669272673,,footway,,,,South,3
669272676,,footway,,,,South,41
669510690,,footway,,,,South,11
669580361,,footway,,,,South,5
670023006,,footway,,,,South,52
671279923,,footway,,,,South-East,11
671330678,,footway,sidewalk,,,South,2
671330679,,footway,sidewalk,,,South,104
671489615,,footway,crossing,,,New Delhi,6
671489616,,footway,crossing,,,New Delhi,16
671489617,,footway,crossing,,,New Delhi,14
672153684,,footway,,,,New Delhi,10
672153685,,footway,,,,New Delhi,9
672156144,,footway,,,,South,14
672156146,,footway,,,,South,21
672156149,,footway,,,,South,7
672268150,,footway,,,paving_stones,South-East,58
673710059,,footway,,,,South-West,2
673710061,,footway,,,,South-West,26
673710063,,footway,,,asphalt,South-West,4
673710064,,footway,,,,South-West,37
673710065,,footway,,,,South-West,31
673710066,,footway,,,,South-West,30
674180472,,footway,,,,South,30
674373146,,footway,,,,South,35
677478171,,footway,,,,South-East,8
677478172,,footway,,,,South-East,8
677478173,,footway,,,,South-East,8
677478174,,footway,,,,South-East,24
677798314,,footway,,,asphalt,South-East,38
677798317,,footway,,,,South-East,695
678676510,,footway,,,,New Delhi,8
680512590,,footway,sidewalk,,paving_stones,New Delhi,420
681341414,,footway,,,,South,65
681341417,,footway,,,,South,37
682195896,,footway,,,,South-East,27
682841658,,footway,crossing,,,South-West,13
682841659,,footway,crossing,,,South-West,12
682848213,,footway,crossing,,,South,41
682865170,,footway,sidewalk,,,East,192
682865171,,footway,sidewalk,,,East,2071
682871467,,footway,,,,South-East,48
682871471,,footway,,,,South-East,4
683702984,,footway,,,,South,6
684512046,,footway,,,metal,East,90
685593865,,footway,,,paving_stones,South-West,97
685634054,,footway,,,paving_stones,South,175
685777598,,footway,,,dirt,South-West,135
685777602,,footway,,,dirt,South-West,362
686929478,,footway,,,,South,125
688609119,,pedestrian,,,paving_stones,South-East,99
689154565,,footway,,,paving_stones,South-East,353
689177368,,footway,,,,South-East,113
689675563,,footway,crossing,,,South-West,31
690151419,,footway,crossing,,,South-West,13
690266866,,footway,,,,South-East,1
690266869,Subway,footway,,8,,South-East,54
691621244,,footway,,,,South,11
691621248,,footway,crossing,,,South,12
691637290,,footway,,,,South-West,884
691975873,,footway,,,,East,677
695953901,,footway,,,,South,39
696177310,,pedestrian,,,,East,264
696179893,,footway,,,paving_stones,East,5
696179895,,footway,,,paving_stones,East,5
696182643,,footway,,,,East,19
696353257,,footway,crossing,,,New Delhi,10
696355278,,footway,,,,South-East,118
696605897,,pedestrian,,,,South-East,103
696644446,,pedestrian,,,,South-East,7
696835790,,pedestrian,,,,South-East,25
697784571,,footway,,,,South-East,4
697784572,,footway,,,,South-East,95
698298770,,footway,,,,South-East,33
698298775,,footway,,,paving_stones,South-East,141
698298776,,footway,,,paving_stones,South-East,523
699368202,,footway,,,,South-East,72
699368203,,footway,,,,South-East,443
699370940,,footway,,,,South,209
699372446,,footway,,,,South,549
699609057,,footway,,,,New Delhi,77
699609058,,footway,,,,New Delhi,138
699609059,,footway,,,,New Delhi,249
699609060,,footway,,,,New Delhi,204
699609061,,footway,,,,New Delhi,76
699609062,,footway,,,,New Delhi,67
699609063,,footway,,,,New Delhi,59
699652644,,pedestrian,,,,South-West,64
700028384,,footway,,,,South-East,298
700297011,,footway,,,paving_stones,New Delhi,3
700783300,Subway,footway,,8,,South-East,57
700783301,,pedestrian,,,paving_stones,South-East,143
700783302,,footway,crossing,,,South-East,36
700783303,,pedestrian,,,,South-East,196
700787130,,footway,,,,South-East,427
700789011,,footway,crossing,2,,South-East,39
700807612,,footway,sidewalk,,,Central,371
700807613,,footway,crossing,,,Central,28
700807614,,footway,sidewalk,,asphalt,Central,537
700807615,,footway,,,sett,Central,179
700807616,,footway,,,sett,Central,11
700807617,,footway,,,sett,Central,36
