year,crashes,fatalities,fatalCrashes,pedestrianKilled,pedestrianInjured,cyclistKilled,cyclistInjured,carKilled,carInjured,twoWheelerKilled,twoWheelerInjured,busPassengerKilled,busPassengerInjured,slowMovingKilled,slowMovingInjured,animalDrivenKilled,animalDrivenInjured,otherKilled,otherInjured,totalKilled,totalInjured
2022,5652,1461,1428,629,1777,48,134,39,227,552,2263,3,25,26,200,1,2,163,573,1461,5201
