year,crashes,fatalities,fatalCrashes,pedestrianKilled,pedestrianInjured,cyclistKilled,cyclistInjured,carKilled,carInjured,twoWheelerKilled,twoWheelerInjured,busPassengerKilled,busPassengerInjured,slowMovingKilled,slowMovingInjured,animalDrivenKilled,animalDrivenInjured,otherKilled,otherInjured,totalKilled,totalInjured
2023,5834,1457,1432,622,1941,30,118,45,234,549,2356,0,18,24,203,3,7,184,593,1457,5470
