year,crashes,fatalities,fatalCrashes,pedestrianKilled,pedestrianInjured,cyclistKilled,cyclistInjured,carKilled,carInjured,twoWheelerKilled,twoWheelerInjured,busPassengerKilled,busPassengerInjured,slowMovingKilled,slowMovingInjured,animalDrivenKilled,animalDrivenInjured,otherKilled,otherInjured,totalKilled,totalInjured
2020,4178,1196,1163,505,1241,48,115,37,184,441,1613,5,18,21,110,2,9,132,372,1196,3662
