source_id,source_file,reason
irad_new_delhi,C:\Users\ayush\.codex\visualizations\2026\07\28\019fa905-89da-7be3-8b98-d25588b33e06\DelhiCrimeDashboard\pipeline_2025\output\raw\irad_new_delhi\17809011041267-8f870fe8e5ed.pdf,insufficient extractable PDF text
irad_new_delhi,C:\Users\ayush\.codex\visualizations\2026\07\28\019fa905-89da-7be3-8b98-d25588b33e06\DelhiCrimeDashboard\pipeline_2025\output\raw\irad_new_delhi\17809011041267-8f870fe8e5ed.pdf,no supported iRAD table layout matched
