year,crashes,fatalities,fatalCrashes,pedestrianKilled,pedestrianInjured,cyclistKilled,cyclistInjured,carKilled,carInjured,twoWheelerKilled,twoWheelerInjured,busPassengerKilled,busPassengerInjured,slowMovingKilled,slowMovingInjured,animalDrivenKilled,animalDrivenInjured,otherKilled,otherInjured,totalKilled,totalInjured
2021,4720,1239,1206,504,1536,45,123,42,158,472,1868,3,12,18,145,0,7,155,424,1239,4273
