year,crashes,fatalities,fatalCrashes,pedestrianKilled,pedestrianInjured,cyclistKilled,cyclistInjured,carKilled,carInjured,twoWheelerKilled,twoWheelerInjured,busPassengerKilled,busPassengerInjured,slowMovingKilled,slowMovingInjured,animalDrivenKilled,animalDrivenInjured,otherKilled,otherInjured,totalKilled,totalInjured
2024,5657,1551,1504,584,1777,53,106,48,225,611,2234,0,17,31,216,2,11,222,638,1551,5224
